ID,Federation,Form.Fed,Transfer Date,World Rank,National Rank,Name,Title,Rating
3001288,ESP,URU,7/3/07,3349.0,180.0,"Barbero Sendic, Alejandro",FIDE Master,2326.0
3803392,ESP,PER,7/3/07,7753.0,484.0,"Bendayan Claros, Aaron",Candidate Master,2202.0
4300726,AUS,NZL,1/15/07,2851.0,17.0,"Bjelobrk, Igor",International Master,2403.0
13902911,RUS,MDA,9/7/07,16573.0,2850.0,"Butuc, Maria",Woman Intl. Master,2223.0
925063,CRO,SRB,10/4/07,13987.0,113.0,"Cengija, Vanja",FIDE Master,2243.0
400050,NZL,ENG,10/22/07,705.0,1.0,"Chandler, Murray G",Grandmaster,2518.0
12800619,ENG,LTU,7/13/07,8874.0,158.0,"Ciuksyte, Dagne",International Master Woman Grandmaster,2294.0
11600454,GER,LAT,5/28/07,212.0,12.0,"Fridman, Daniel",Grandmaster,2591.0
14201690,TJK,UZB,4/20/07,15912.0,13.0,"Djuraev, Sokhib",FIDE Master,2228.0
806404,MNC,ITA,4/20/07,3718.0,3.0,"Efimov, Igor",Grandmaster,2312.0
14401061,CRO,BIH,7/13/07,8873.0,161.0,"Goric, Esad",International Master,2181.0
1701550,ISL,SWE,10/2/07,27877.0,123.0,"Finnlaugsson, Gunnar",,1981.0
11600780,GER,LAT,10/23/07,1510.0,108.0,"Friedmann, Rafael",International Master,2416.0
2806126,CAN,ISR,10/2/07,5133.0,47.0,"Gerzhoy, Leonid",International Master,2348.0
2200341,AUS,ESP,9/6/07,1722.0,11.0,"Gil Capape, Javier",International Master,2444.0
4501993,CRO,EST,9/4/07,18655.0,218.0,"Golubenko, Valentina",Woman Grandmaster,2209.0
4901134,FRA,MGL,10/26/07,763.0,27.0,"Ider, Borya",International Master,2484.0
3500373,ESP,CUB,4/11/07,2277.0,70.0,"Herrera, Irisberto",Grandmaster,2420.0
13503103,UKR,BLR,7/12/07,17804.0,276.0,"Kalinin, Alexander",International Master,2063.0
14100673,ISR,UKR,1/15/07,46723.0,612.0,"Kaminik, Aleksandar",,2073.0
14200473,SIN,UZB,2/13/07,20350.0,23.0,"Khegay, Anjela",Woman Intl. Master,2037.0
14100576,USA,UKR,1/24/07,12026.0,615.0,"Khodarkovsky, Michael",,2260.0
4113250,FRA,RUS,12/6/07,795.0,29.0,"Lazarev, Vladimir",Grandmaster,2481.0
8600643,SIN,CHN,7/12/07,3472.0,92.0,"Li, Ruofan",International Master Woman Grandmaster,2321.0
2400359,ENG,SCO,11/6/07,35826.0,593.0,"Macdonald-Ross, Michael",,2117.0
13900765,GER,MDA,7/18/07,7618.0,851.0,"Marcziter, Dmitrii",FIDE Master,2205.0
2201224,AND,ESP,12/17/07,3842.0,211.0,"Mellado Trivino, Juan",International Master,2307.0
1106686,GER,POL,4/18/07,3698.0,320.0,"Michna, Marta",Woman Grandmaster,2313.0
13400258,USA,AZE,5/28/07,2204.0,141.0,"Shur, Mikhail",International Master,2423.0
2401312,NZL,SCO,7/11/07,39862.0,45.0,"Milligan, Helen",Candidate Master Woman FIDE Master,1925.0
923575,CRO,SRB,4/11/07,8093.0,145.0,"Pucovski, Miroslav",International Master,2196.0
12500259,AUT,IRI,7/4/07,54360.0,790.0,"Mohamadi-Zaafrani, Masoud",,2046.0
12400980,AUS,VIE,10/5/07,17320.0,62.0,"Nguyen, Thu Giang",Woman FIDE Master,2068.0
